City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Puerto Colombia,CO,2020-06-28 16:06:45,10.99,-74.95,86.0,74,75,5.82
305,Jasrana,IN,2020-06-28 16:06:45,27.25,78.68,99.64,34,67,5.95
306,Batsfjord,NO,2020-06-28 16:06:46,70.63,29.72,48.2,87,75,18.34
307,Baykit,RU,2020-06-28 16:06:46,61.67,96.37,67.33,62,81,4.0
308,Zavitinsk,RU,2020-06-28 16:06:46,50.12,129.45,58.93,93,96,1.88
309,San Policarpo,PH,2020-06-28 16:06:42,12.18,125.51,79.68,80,100,1.52
310,Maceio,BR,2020-06-28 16:06:46,-9.67,-35.74,80.6,74,75,11.41
311,Salina,US,2020-06-28 16:06:46,38.84,-97.61,86.0,58,1,18.34
312,Magaria,NE,2020-06-28 16:06:46,13.0,8.91,99.9,22,64,4.45
313,Kattivakkam,IN,2020-06-28 16:06:46,13.22,80.32,84.2,74,40,4.7
314,Negombo,LK,2020-06-28 16:03:20,7.21,79.84,82.4,88,20,8.05
315,Ixtapa,MX,2020-06-28 16:06:46,20.7,-105.2,86.0,66,75,1.66
316,Shanghai,CN,2020-06-28 16:05:00,31.22,121.46,79.0,94,40,8.95
317,Narsaq,GL,2020-06-28 16:06:46,60.92,-46.05,55.4,54,40,8.05
318,Sangar,RU,2020-06-28 16:06:46,63.92,127.47,60.66,81,86,0.27
319,Usinsk,RU,2020-06-28 16:06:47,65.99,57.53,43.93,85,100,8.72
320,Kirakira,SB,2020-06-28 16:06:47,-10.45,161.92,79.07,83,9,5.14
321,Bathsheba,BB,2020-06-28 16:06:47,13.22,-59.52,87.8,70,40,13.87
322,San Marcos De Colon,HN,2020-06-28 16:06:47,13.43,-86.8,74.84,74,65,9.64
323,Odesskoye,RU,2020-06-28 16:06:47,54.21,72.97,55.45,87,100,18.68
324,Gallipoli,TR,2020-06-28 16:06:47,40.41,26.67,86.0,37,0,19.46
325,Bardiyah,LY,2020-06-28 16:06:47,31.76,25.09,76.91,64,0,16.53
326,Lakes Entrance,AU,2020-06-28 16:06:47,-37.88,147.98,34.0,96,2,4.41
327,Najran,SA,2020-06-28 16:06:47,17.49,44.13,96.8,18,40,11.41
328,Mitsamiouli,KM,2020-06-28 16:06:47,-11.38,43.28,78.6,78,34,5.57
329,Clyde River,CA,2020-06-28 16:06:23,70.47,-68.59,33.8,78,90,10.29
330,Cayenne,GF,2020-06-28 16:02:07,4.93,-52.33,86.0,66,65,4.68
331,Airai,TL,2020-06-28 16:06:47,-8.93,125.41,56.97,100,84,3.24
332,Udachnyy,RU,2020-06-28 16:06:48,66.42,112.4,73.4,43,62,4.47
333,Yanam,IN,2020-06-28 16:06:48,16.73,82.22,86.0,79,40,3.36
334,Rauma,FI,2020-06-28 16:06:48,61.13,21.51,69.8,73,73,11.41
335,Hurghada,EG,2020-06-28 16:06:48,27.26,33.81,98.6,23,0,4.7
336,Camana,PE,2020-06-28 16:06:48,-16.62,-72.71,68.79,59,0,8.08
337,Bambous Virieux,MU,2020-06-28 16:06:48,-20.34,57.76,73.99,83,75,9.17
338,Kui Buri,TH,2020-06-28 16:06:48,12.08,99.85,79.54,82,100,6.85
339,Derzhavinsk,KZ,2020-06-28 16:06:48,51.1,66.32,62.49,76,100,10.18
340,Rajpipla,IN,2020-06-28 16:06:48,21.87,73.5,93.2,63,40,13.87
341,Kolondieba,ML,2020-06-28 16:06:48,11.09,-6.89,96.82,35,18,3.62
342,Caluquembe,AO,2020-06-28 16:06:48,-13.78,14.68,71.28,22,0,2.28
343,Key West,US,2020-06-28 16:04:21,24.56,-81.78,91.4,62,20,11.41
344,Teluknaga,ID,2020-06-28 16:05:41,-6.1,106.64,84.2,70,20,4.7
345,Sao Joao Da Barra,BR,2020-06-28 16:06:45,-21.64,-41.05,75.2,69,75,9.17
346,Vostok,RU,2020-06-28 16:06:49,46.49,135.88,48.78,97,96,2.75
347,Atambua,ID,2020-06-28 16:04:20,-9.11,124.89,70.38,89,41,5.39
348,Mount Gambier,AU,2020-06-28 16:06:49,-37.83,140.77,42.8,87,27,6.93
349,Salmas,IR,2020-06-28 16:06:49,38.2,44.77,80.6,39,20,11.41
350,Fort Nelson,CA,2020-06-28 16:06:49,58.81,-122.7,57.2,76,75,10.29
351,Havoysund,NO,2020-06-28 16:06:49,71.0,24.66,44.6,87,75,10.29
352,Zalantun,CN,2020-06-28 16:06:49,48.0,122.72,59.67,90,0,5.37
353,Yantai,CN,2020-06-28 16:06:49,37.53,121.4,71.62,71,99,7.87
354,Severo-Kurilsk,RU,2020-06-28 16:06:23,50.68,156.12,48.7,67,60,2.86
355,Warrington,GB,2020-06-28 16:06:49,53.39,-2.58,57.99,76,75,18.34
356,Muscat,OM,2020-06-28 16:06:49,23.61,58.59,91.4,70,20,6.93
357,Egvekinot,RU,2020-06-28 16:04:54,66.32,-179.17,31.55,95,100,11.97
358,Broome,US,2020-06-28 16:06:38,42.25,-75.83,75.99,69,40,6.93
359,Ourem,PT,2020-06-28 16:06:50,39.64,-8.59,86.0,58,0,14.41
360,Mahajanga,MG,2020-06-28 16:06:50,-15.72,46.32,78.8,61,0,3.36
361,Collie,AU,2020-06-28 16:06:50,-33.37,116.15,50.0,84,98,15.99
362,Sao Filipe,CV,2020-06-28 16:06:21,14.9,-24.5,78.39,67,12,13.53
363,Kruisfontein,ZA,2020-06-28 16:06:50,-34.0,24.73,54.34,72,5,16.15
364,Vila Velha,BR,2020-06-28 16:06:50,-20.33,-40.29,77.0,65,40,14.99
365,Clarence Town,AU,2020-06-28 16:06:50,-32.58,151.78,48.99,93,28,8.05
366,Trairi,BR,2020-06-28 16:06:50,-3.28,-39.27,86.13,59,0,12.86
367,Agirish,RU,2020-06-28 16:06:50,61.92,63.02,54.5,59,98,6.58
368,Astaneh-Ye Ashrafiyeh,IR,2020-06-28 16:06:50,37.26,49.94,71.6,68,75,6.93
369,Dubbo,AU,2020-06-28 16:06:51,-32.25,148.62,41.0,93,0,9.17
370,Kalabo,ZM,2020-06-28 16:06:51,-14.97,22.68,74.5,29,0,4.85
371,Zletovo,MK,2020-06-28 16:06:51,41.99,22.24,89.6,31,20,3.36
372,Marienburg,PL,2020-06-28 16:06:51,54.04,19.03,84.99,73,20,5.82
373,Nata,PA,2020-06-28 16:06:51,8.33,-80.52,78.01,82,97,5.08
374,Friesach,AT,2020-06-28 16:06:51,46.96,14.41,86.0,42,20,4.7
375,Kiama,AU,2020-06-28 16:06:51,-34.68,150.87,52.0,95,6,5.01
376,Nanakuli,US,2020-06-28 16:06:51,21.39,-158.15,73.0,78,1,3.36
377,Kamyshin,RU,2020-06-28 16:06:51,50.1,45.42,75.36,63,91,9.62
378,Badou,TG,2020-06-28 16:06:51,7.58,0.6,82.89,70,98,4.79
379,Gashua,NG,2020-06-28 16:06:51,12.87,11.05,93.4,34,57,8.37
380,George,ZA,2020-06-28 16:06:51,-33.96,22.46,57.2,71,20,11.41
381,Jiuquan,CN,2020-06-28 16:06:51,39.74,98.52,70.47,30,0,8.28
382,Lardos,GR,2020-06-28 16:04:05,36.09,28.02,81.0,69,0,18.34
383,Mandasa,IN,2020-06-28 16:06:52,18.87,84.47,83.25,81,100,8.05
384,Kosh-Agach,RU,2020-06-28 16:06:52,50.0,88.67,52.88,71,92,4.72
385,Chincha Alta,PE,2020-06-28 16:06:52,-13.41,-76.13,62.6,82,90,3.36
386,Asau,RO,2020-06-28 16:06:52,46.43,26.4,77.0,64,81,2.04
387,Kuching,MY,2020-06-28 16:03:52,1.55,110.33,80.6,88,20,2.89
388,Malanje,AO,2020-06-28 16:06:52,-9.54,16.34,78.8,57,40,4.7
389,Batagay-Alyta,RU,2020-06-28 16:06:42,67.8,130.41,58.82,77,24,4.36
390,Nisia Floresta,BR,2020-06-28 16:06:52,-6.09,-35.21,84.2,66,75,10.29
391,Calatrava,PH,2020-06-28 16:06:52,10.6,123.48,80.6,83,40,4.7
392,Tsagan Aman,RU,2020-06-28 16:06:52,47.56,46.72,85.12,28,0,8.88
393,Lethem,GY,2020-06-28 16:06:52,3.38,-59.8,89.02,58,11,5.99
394,Bull Savanna,JM,2020-06-28 16:06:52,17.89,-77.59,85.91,61,100,9.95
395,Chupa,RU,2020-06-28 16:06:53,66.27,33.05,59.09,48,97,2.75
396,Kyrylivka,UA,2020-06-28 16:06:53,46.38,35.37,78.58,54,0,11.88
397,Raniganj,IN,2020-06-28 16:06:53,23.62,87.13,83.8,73,100,4.03
398,Moerai,PF,2020-06-28 16:06:53,-22.43,-151.33,68.41,75,50,23.58
399,Luderitz,NA,2020-06-28 16:06:53,-26.65,15.16,65.61,50,0,23.76
400,Bujumbura,BI,2020-06-28 16:06:53,-3.38,29.36,76.35,63,41,5.73
401,Anadyr,RU,2020-06-28 16:06:53,64.75,177.48,33.8,80,20,4.47
402,Santa Vitoria,BR,2020-06-28 16:06:53,-18.84,-50.12,80.89,53,36,1.61
403,Asheville,US,2020-06-28 16:03:58,35.6,-82.55,80.6,57,75,5.82
404,Doha,QA,2020-06-28 16:05:28,25.29,51.53,97.0,52,29,5.82
405,Adrar,MR,2020-06-28 16:04:13,20.5,-10.07,112.48,6,0,13.0
406,San Andres,CO,2020-06-28 16:06:53,12.58,-81.7,86.0,79,75,12.75
407,Umba,RU,2020-06-28 16:06:54,66.69,34.34,51.66,70,100,7.23
408,Ajaccio,FR,2020-06-28 16:02:47,42.0,8.92,82.4,65,6,10.29
409,Dayong,CN,2020-06-28 16:06:54,25.02,118.29,84.2,83,100,8.95
410,Jacareacanga,BR,2020-06-28 16:06:54,-6.22,-57.75,93.92,37,0,4.41
411,Souillac,MU,2020-06-28 16:06:54,-20.52,57.52,71.6,83,75,9.17
412,Sfantu Gheorghe,RO,2020-06-28 16:06:54,45.87,25.78,81.0,61,41,1.99
413,Beira,MZ,2020-06-28 16:06:54,-19.84,34.84,75.2,88,20,8.05
414,Chicama,PE,2020-06-28 16:06:54,-7.84,-79.15,73.81,56,36,7.94
415,Faya,SA,2020-06-28 16:06:54,18.39,42.45,87.8,11,75,13.87
416,Mustafakemalpasa,TR,2020-06-28 16:06:54,40.04,28.41,86.0,48,0,16.11
417,Vanimo,PG,2020-06-28 16:06:54,-2.67,141.3,79.84,83,100,6.38
418,Betul,IN,2020-06-28 16:06:54,21.92,77.9,74.73,88,100,6.53
419,Ambilobe,MG,2020-06-28 16:06:29,-13.2,49.05,74.37,81,0,0.51
420,Sishui,CN,2020-06-28 16:06:55,35.65,117.28,73.81,80,97,4.47
421,Caconda,AO,2020-06-28 16:06:55,-13.73,15.07,71.85,22,0,1.5
422,Leshukonskoye,RU,2020-06-28 16:06:55,64.9,45.76,47.93,62,100,6.82
423,Calama,CL,2020-06-28 16:05:26,-22.47,-68.93,64.4,8,74,5.82
424,Bejar,ES,2020-06-28 16:06:55,40.39,-5.76,90.0,31,0,1.01
425,Chase,CA,2020-06-28 16:06:55,50.82,-119.69,59.0,62,75,13.87
426,Moose Factory,CA,2020-06-28 16:06:55,51.26,-80.61,66.2,72,1,5.82
427,Jardim,BR,2020-06-28 16:06:55,-21.48,-56.14,75.29,60,5,5.3
428,Hokitika,NZ,2020-06-28 16:06:14,-42.72,170.97,49.84,83,99,6.85
429,Vieux-Habitants,GP,2020-06-28 16:06:55,16.06,-61.77,87.8,66,90,13.87
430,Pitkyaranta,RU,2020-06-28 16:06:56,61.57,31.48,62.56,47,0,9.26
431,Kisangani,CD,2020-06-28 16:06:56,0.52,25.2,83.34,60,99,1.88
432,Krasnoarmeysk,RU,2020-06-28 16:06:56,51.02,45.7,75.99,58,73,1.99
433,San Patricio,MX,2020-06-28 16:06:56,19.22,-104.7,84.2,74,75,8.37
434,Ondangwa,NA,2020-06-28 16:06:56,-17.92,15.95,84.2,20,0,3.36
435,Alto Araguaia,BR,2020-06-28 16:06:56,-17.31,-53.22,80.55,50,6,7.92
436,Tuatapere,NZ,2020-06-28 16:03:53,-46.13,167.68,45.0,83,97,5.41
437,San Lawrenz,MT,2020-06-28 16:06:56,36.06,14.2,84.2,39,0,9.17
438,Urumqi,CN,2020-06-28 16:06:23,43.8,87.6,64.4,52,20,17.9
439,Savannah Bight,HN,2020-06-28 16:06:56,16.45,-85.85,82.24,77,99,16.28
440,Chifeng,CN,2020-06-28 16:06:56,42.27,118.96,75.22,54,99,4.54
441,Manzhouli,CN,2020-06-28 16:06:56,49.6,117.43,61.84,65,27,3.67
442,Sao Francisco,BR,2020-06-28 16:06:56,-15.95,-44.86,89.46,28,0,2.44
443,Isangel,VU,2020-06-28 16:06:57,-19.55,169.27,69.51,81,37,10.92
444,Hwange,ZW,2020-06-28 16:06:57,-18.37,26.5,70.99,22,0,3.6
445,Liloy,PH,2020-06-28 16:06:57,8.11,122.66,78.01,83,100,3.47
446,Kargasok,RU,2020-06-28 16:06:57,59.06,80.86,54.59,75,91,21.23
447,Tarko-Sale,RU,2020-06-28 16:06:57,64.92,77.78,60.01,92,100,0.49
448,Namatanai,PG,2020-06-28 16:04:27,-3.67,152.43,79.5,79,77,6.87
449,Valparai,IN,2020-06-28 16:06:57,10.37,76.97,80.6,94,75,4.94
450,Berlevag,NO,2020-06-28 16:06:57,70.86,29.09,42.8,87,90,10.29
451,Mufulira,ZM,2020-06-28 16:06:57,-12.55,28.24,67.84,44,64,3.49
452,Provideniya,RU,2020-06-28 16:06:57,64.38,-173.3,39.18,81,98,16.04
453,Ust-Nera,RU,2020-06-28 16:06:57,64.57,143.2,61.66,55,11,1.77
454,La Plata,AR,2020-06-28 16:05:16,-34.92,-57.95,54.0,67,68,6.44
455,Bousse,BF,2020-06-28 16:06:57,12.66,-1.89,91.4,52,20,4.7
456,Songadh,IN,2020-06-28 16:06:57,21.17,73.57,85.87,68,29,8.9
457,Jishu,CN,2020-06-28 16:06:58,44.32,126.8,68.58,62,32,6.76
458,Aripuana,BR,2020-06-28 16:06:58,-9.17,-60.63,91.42,36,2,4.68
459,Komsomolskiy,UZ,2020-06-28 16:04:43,40.43,71.72,75.2,22,0,6.93
460,Harper,LR,2020-06-28 16:06:58,4.38,-7.72,79.14,72,82,11.95
461,Merrill,US,2020-06-28 16:05:44,45.18,-89.68,77.0,65,1,5.82
462,Zhezkazgan,KZ,2020-06-28 16:06:58,47.8,67.71,70.2,40,98,13.53
463,Lagoa,PT,2020-06-28 16:06:30,39.05,-27.98,68.43,91,100,6.44
464,Slovenj Gradec,SI,2020-06-28 16:06:58,46.51,15.08,90.0,62,83,4.09
465,Camacha,PT,2020-06-28 16:06:58,33.08,-16.33,73.4,73,40,18.34
466,Luganville,VU,2020-06-28 16:06:58,-15.53,167.17,77.0,88,90,6.93
467,Kurayoshi,JP,2020-06-28 16:06:58,35.43,133.82,71.6,88,75,2.24
468,Kenai,US,2020-06-28 16:06:59,60.55,-151.26,48.2,87,90,3.36
469,Shaoyang,CN,2020-06-28 16:06:59,27.23,111.45,79.34,79,100,4.09
470,Misratah,LY,2020-06-28 16:06:59,32.38,15.09,81.99,47,0,17.31
471,Vrangel,RU,2020-06-28 16:06:59,42.73,133.08,56.35,92,72,0.87
472,Port-Cartier,CA,2020-06-28 16:06:59,50.03,-66.87,59.0,87,75,10.29
473,Bismarck,US,2020-06-28 16:06:59,46.81,-100.78,87.8,48,1,24.16
474,Saint-Jean-De-Braye,FR,2020-06-28 16:06:59,47.91,1.98,69.8,64,75,18.34
475,Nishihara,JP,2020-06-28 16:06:59,26.18,127.76,82.4,88,20,11.41
476,Hamilton,US,2020-06-28 16:05:26,39.18,-84.53,73.99,88,75,6.93
477,Granadilla De Abona,ES,2020-06-28 16:06:59,28.12,-16.58,80.6,54,20,28.86
478,Nome,US,2020-06-28 16:06:59,64.5,-165.41,44.6,100,90,6.93
479,Namwala,ZM,2020-06-28 16:07:00,-15.75,26.44,72.12,28,0,3.27
480,Sao Paulo De Olivenca,BR,2020-06-28 16:07:00,-3.38,-68.87,86.86,63,98,3.06
481,Veraval,IN,2020-06-28 16:03:11,20.9,70.37,87.04,77,16,12.21
482,Tefe,BR,2020-06-28 16:07:00,-3.35,-64.71,87.8,79,40,4.7
483,Kiunga,PG,2020-06-28 16:07:00,-6.12,141.29,73.53,98,86,1.68
484,Kedrovyy,RU,2020-06-28 16:07:00,56.17,91.82,68.0,56,40,8.95
485,Teknaf,BD,2020-06-28 16:07:00,20.86,92.31,81.09,86,80,6.02
486,Ordzhonikidze,KZ,2020-06-28 16:07:00,52.44,61.74,59.7,55,62,12.68
487,Manado,ID,2020-06-28 16:06:15,1.49,124.85,75.2,100,40,2.24
488,Karpathos,GR,2020-06-28 16:07:00,35.51,27.21,77.0,73,20,32.21
489,Naberera,TZ,2020-06-28 16:07:00,-4.2,36.93,66.65,72,23,9.82
490,Saint-Pierre,RE,2020-06-28 16:06:34,-21.34,55.48,70.0,83,43,3.36
491,Nelson Bay,AU,2020-06-28 16:04:40,-32.72,152.15,48.99,93,44,8.05
492,Parrita,CR,2020-06-28 16:07:01,9.52,-84.32,77.0,61,51,8.05
493,Nemuro,JP,2020-06-28 16:02:32,43.32,145.57,49.08,97,100,15.43
494,Istanbul,TR,2020-06-28 16:07:01,41.04,28.98,82.4,54,0,16.11
495,Smolensk,RU,2020-06-28 16:07:01,55.0,33.0,72.52,85,94,0.83
496,Ruwi,OM,2020-06-28 16:07:01,23.6,58.55,91.4,70,20,6.93
497,Suruc,TR,2020-06-28 16:07:01,36.98,38.42,93.2,20,0,6.93
498,Kanniyakumari,IN,2020-06-28 16:07:01,8.08,77.57,81.95,77,63,21.21
499,Denpasar,ID,2020-06-28 16:07:01,-8.65,115.22,80.6,100,40,6.93
500,Edd,ER,2020-06-28 16:07:01,13.93,41.69,90.14,55,27,6.69
501,Abha,SA,2020-06-28 16:07:01,18.22,42.51,87.8,11,75,13.87
502,Maxixe,MZ,2020-06-28 16:07:01,-23.86,35.35,82.4,30,0,9.35
503,Port Hedland,AU,2020-06-28 16:07:01,-20.32,118.57,66.2,59,9,3.36
504,Atherton,GB,2020-06-28 16:07:02,53.52,-2.49,57.99,74,100,11.99
505,Lompoc,US,2020-06-28 16:07:02,34.64,-120.46,59.0,93,100,8.05
506,Uglegorskiy,RU,2020-06-28 16:07:02,48.24,41.25,80.24,49,19,5.99
507,Ahipara,NZ,2020-06-28 16:07:02,-35.17,173.17,56.26,74,19,14.45
508,Qingdao,CN,2020-06-28 16:07:02,36.1,120.37,77.0,68,20,8.95
509,Kota Kinabalu,MY,2020-06-28 16:07:02,5.97,116.07,77.0,78,20,4.7
510,Nagaur,IN,2020-06-28 16:07:02,27.2,73.73,100.51,32,0,18.61
511,Platanos,GR,2020-06-28 16:07:02,37.67,21.62,84.2,69,20,13.87
512,Yarmouth,US,2020-06-28 16:07:02,41.71,-70.23,79.0,69,1,9.17
513,Jibuti,DJ,2020-06-28 16:07:02,11.5,42.5,98.6,37,1,4.7
514,Pathalgaon,IN,2020-06-28 16:07:02,22.57,83.47,76.5,87,99,3.51
515,Paita,PE,2020-06-28 16:07:03,-5.09,-81.11,69.42,70,19,10.42
516,Tambura,SS,2020-06-28 16:07:03,5.6,27.47,78.04,78,5,1.79
517,Inirida,CO,2020-06-28 16:07:03,3.87,-67.92,80.92,76,92,2.66
518,Yegorlykskaya,RU,2020-06-28 16:07:03,46.57,40.66,79.07,41,0,3.76
519,Erenhot,CN,2020-06-28 16:07:03,43.65,111.98,68.09,58,64,20.31
520,Xiamen,CN,2020-06-28 16:07:03,24.48,118.08,84.2,83,100,8.95
521,Vestmannaeyjar,IS,2020-06-28 16:07:03,63.44,-20.27,60.8,82,75,5.82
522,Ondjiva,AO,2020-06-28 16:07:04,-17.07,15.73,80.6,22,0,6.93
523,Kaseda,JP,2020-06-28 16:07:04,31.42,130.32,73.0,94,95,1.99
524,Kuna,US,2020-06-28 16:04:54,43.49,-116.42,55.99,50,1,13.87
525,Buraydah,SA,2020-06-28 16:05:30,26.33,43.98,109.4,11,43,4.7
526,Bairiki,KI,2020-06-28 16:07:04,1.33,172.98,82.4,74,20,10.29
527,Manama,BH,2020-06-28 16:07:04,26.22,50.58,98.6,22,0,10.29
528,Bintulu,MY,2020-06-28 16:02:39,3.17,113.03,78.8,94,40,2.24
529,Morehead,US,2020-06-28 16:06:28,37.27,-87.18,69.8,100,90,12.82
530,Itoman,JP,2020-06-28 16:07:05,26.12,127.67,82.4,94,40,11.41
531,Lubango,AO,2020-06-28 16:07:05,-14.92,13.49,70.14,23,0,0.89
532,Terney,RU,2020-06-28 16:04:43,45.05,136.61,54.46,90,100,6.24
533,Kupang,ID,2020-06-28 16:07:05,-10.17,123.58,75.15,79,95,10.76
534,Cartagena,CO,2020-06-28 16:07:05,10.4,-75.51,87.8,74,40,13.87
535,Pirogovo,RU,2020-06-28 16:07:05,56.78,53.15,55.99,63,33,3.0
536,Barstow,US,2020-06-28 16:07:05,34.9,-117.02,87.8,22,1,28.86
537,San Quintin,MX,2020-06-28 16:07:05,30.48,-115.95,65.59,74,99,6.82
538,Umm Kaddadah,SD,2020-06-28 16:07:05,13.6,26.69,99.46,17,26,5.93
539,Mattru,SL,2020-06-28 16:07:05,7.62,-11.83,79.63,88,82,4.79
540,Alcaniz,ES,2020-06-28 16:07:05,41.05,-0.13,82.0,58,2,4.0
541,Amherst,US,2020-06-28 16:07:05,41.4,-82.22,78.8,50,1,3.36
542,Broken Hill,AU,2020-06-28 16:07:06,-31.95,141.43,41.0,65,21,6.93
543,Otjimbingwe,NA,2020-06-28 16:07:06,-22.35,16.13,70.75,19,0,4.68
544,Upington,ZA,2020-06-28 16:07:06,-28.45,21.26,59.0,51,0,4.7
545,College,US,2020-06-28 16:06:26,64.86,-147.8,57.99,62,75,2.84
546,Otane,NZ,2020-06-28 16:07:06,-39.88,176.63,48.99,76,19,4.0
547,Half Moon Bay,US,2020-06-28 16:07:06,37.46,-122.43,64.0,63,20,4.7
548,Gangtok,IN,2020-06-28 16:07:06,27.33,88.62,67.24,80,74,0.98
549,Olafsvik,IS,2020-06-28 16:07:06,64.89,-23.71,54.46,82,97,5.7
550,Bonito,BR,2020-06-28 16:07:06,-21.12,-56.48,73.63,63,33,4.36
551,Kalvarija,LT,2020-06-28 16:07:06,54.4,23.23,74.03,76,23,6.62
552,Le Moule,GP,2020-06-28 16:07:06,16.33,-61.35,87.8,66,100,13.87
553,Obanazawa,JP,2020-06-28 16:07:07,38.6,140.4,62.42,88,76,3.89
554,Samarai,PG,2020-06-28 16:07:07,-10.62,150.67,78.31,85,82,16.15
555,Yining,CN,2020-06-28 16:07:07,29.04,114.56,77.43,90,100,3.02
556,Wajima,JP,2020-06-28 16:07:07,37.4,136.9,67.41,78,89,7.31
557,Shenjiamen,CN,2020-06-28 16:07:07,29.96,122.3,75.94,95,100,16.13
558,Santa Maria,BR,2020-06-28 16:02:12,-29.68,-53.81,53.6,81,20,9.17
559,Westport,US,2020-06-28 16:07:07,41.14,-73.36,84.0,83,20,5.82
560,Donskoy,RU,2020-06-28 16:07:07,53.97,38.34,71.37,81,64,6.4
561,Arlit,NE,2020-06-28 16:07:07,18.74,7.39,107.44,6,0,15.08
562,Yulara,AU,2020-06-28 16:07:07,-25.24,130.99,50.0,34,0,6.93
563,Sao Jose Da Coroa Grande,BR,2020-06-28 16:06:56,-8.9,-35.15,78.75,80,52,12.53
564,Avera,US,2020-06-28 16:07:07,33.19,-82.53,89.6,59,1,10.29
565,Sabzevar,IR,2020-06-28 16:04:34,36.21,57.68,78.6,16,0,18.37
566,Praid,RO,2020-06-28 16:07:07,46.55,25.13,84.2,48,20,5.82
567,Barinas,VE,2020-06-28 16:07:08,8.62,-70.21,85.39,65,71,9.53
