City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather,Rain last hour,Snow last hour,Date
575,Turayf,31.67,38.66,68.0,68,0,6.93,SA,clear sky,0.0,0,2020-07-01 03:33:30
576,Bonanza,14.03,-84.59,72.16,96,70,1.45,NI,broken clouds,0.0,0,2020-07-01 03:33:31
577,Nargana,9.44,-78.59,80.73,85,100,11.97,PA,moderate rain,2.74,0,2020-07-01 03:33:31
578,Niort,46.33,-0.33,61.0,93,2,2.08,FR,clear sky,0.0,0,2020-07-01 03:33:32
579,La Rioja,42.25,-2.5,66.2,88,2,2.8,ES,light rain,0.25,0,2020-07-01 03:33:32
580,Takaka,-40.85,172.8,54.0,61,100,5.99,NZ,overcast clouds,0.0,0,2020-07-01 03:33:32
581,Whitehorse,60.72,-135.05,60.8,48,75,5.82,CA,broken clouds,0.0,0,2020-07-01 03:33:33
582,Shubarshi,48.59,57.19,64.94,46,52,11.16,KZ,light rain,0.19,0,2020-07-01 03:33:33
583,Carutapera,-1.2,-46.02,73.94,92,0,2.82,BR,clear sky,0.0,0,2020-07-01 03:33:33
584,Beringovskiy,63.05,179.32,41.07,96,100,5.21,RU,light rain,0.26,0,2020-07-01 03:30:24
585,Laguna,38.42,-121.42,84.2,28,1,6.93,US,clear sky,0.0,0,2020-07-01 03:33:34
586,Kidal,18.44,1.41,76.93,59,53,4.63,ML,broken clouds,0.0,0,2020-07-01 03:33:34
587,Imbituba,-28.24,-48.67,64.4,59,0,23.04,BR,clear sky,0.0,0,2020-07-01 03:28:36
588,Moron,-34.65,-58.62,48.99,96,100,10.0,AR,overcast clouds,0.0,0,2020-07-01 03:33:35
589,Whitianga,-36.83,175.7,54.0,67,0,3.0,NZ,clear sky,0.0,0,2020-07-01 03:33:35
590,Basco,20.45,121.97,84.56,80,100,12.77,PH,light rain,0.57,0,2020-07-01 03:33:36
